word	count
channels	20
channing	19
channings	4
chant	5
chanting	4
chaos	29
chaotician	2
chap	10
chapel	10
chaperon	3
chaperone	7
chapin	7
chaplain	4
chaplin	6
chaplins	2
chapman	5
chapmans	2
chappaquiddick	2
chappie	2
chaps	6
chapter	38
chapters	9
character	113
characteristics	9
characterize	3
characterized	2
characters	22
charade	8
charades	2
charcoal	4
chardin	2
chardonnay	3
charenton	13
charge	219
charged	47
charger	2
charges	59
chargin	3
charging	9
chariot	4
charisma	3
charitable	8
charities	5
charity	33
charitys	2
charles	182
charless	3
charleston	5
charley	57
charlie	325
charlies	15
charlotte	9
charlottes	2
charlton	2
charm	37
charmed	10
charmer	4
charmers	2
charming	95
charms	13
charnier	4
chart	24
charted	4
charter	9
chartered	2
charters	2
charting	2
charts	24
chas	2
chase	70
chased	23
chasen	2
chaser	8
chases	3
chasin	2
chasing	70
chastain	3
chaste	6
chastity	8
chat	50
chateau	10
chattanooga	3
chatted	3
chatting	9
chatty	3
chatwick	2
chauffeur	9
chauffeurs	2
chauncey	77
chaz	12
che	7
cheap	131
cheapen	2
cheaper	11
cheapskate	2
cheat	37
cheated	33
cheatin	2
cheating	36
cheats	10
check	703
checkbook	9
checked	142
checker	3
checkered	2
checkers	3
checkin	3
checking	83
checkmate	2
checkpoint	4
checks	59
checkup	2
cheddar	2
cheeba	4
cheeco	4
cheek	22
cheeks	16
cheeky	5
cheen	4
cheer	44
cheerful	14
cheering	2
cheerios	5
cheerleader	6
cheerleaders	5
cheerleading	5
cheers	30
cheery	7
cheese	61
cheeseburger	8
cheeseburgers	8
cheesecake	3
cheeses	2
cheesy	14
chef	26
chefs	2
cheif	2
chekov	38
chelmsford	4
chelsea	8
chem	5
chemco	4
chemical	32
chemically	3
chemicals	22
chemist	4
chemistry	23
chemists	3
chemo	3
chen	2
cheque	11
cheques	2
cher	4
cherie	4
cherish	6
cherished	5
cherlindrea	3
chernobyl	6
cherokee	2
cherries	5
cherry	40
cheryl	2
chess	29
chest	90
chested	2
chestnuts	3
cheswick	8
chet	32
cheval	2
chevalier	10
chevy	11
chew	20
chewbacca	5
chewed	9
chewer	2
chewie	25
chewin	2
chewing	17
chewlies	2
chews	2
chewy	2
cheyenne	5
chez	3
chi	15
chiang	5
chianti	2
chiba	4
chic	8
chica	3
chicago	95
chicagos	2
chicano	2
chick	85
chickadees	2
chicken	145
chickened	8
chickens	29
chickenshit	12
chickenshits	3
chickie	5
chicks	49
chief	296
chiefs	21
chiffonier	2
chigro	4
chigurh	5
chihuahua	2
chil	2
child	417
childbirth	6
childcare	2
childers	3
childhood	29
childish	21
children	431
childrens	17
childs	41
chile	8
chili	20
chilis	2
chill	43
chills	6
chillun	2
chilly	8
chilton	11
chimayo	2
chimera	22
chimney	8
chimp	4
chimpanzee	2
chimps	2
chin	38
china	93
chinaman	8
chinamen	2
chinatown	24
chinese	109
ching	6
chingachgook	2
chingy	2
chink	8
chinks	4
chino	7
chinos	2
chip	63
chipmunk	2
chipped	10
chipper	8
chippewa	4
chippie	2
chipping	2
chips	29
chiquita	2
chirino	3
chiro	2
chiropractor	5
chisel	6
chiseled	2
chit	4
chloe	9
chloroform	3
cho	3
chock	4
choco	7
chocolate	61
chocolates	3
choice	314
choices	48
choir	24
choke	22
choked	4
choking	6
cholera	5
cholesterol	2
chong	5
choo	6
choose	99
chooses	8
choosing	7
choosy	3
chop	25
chopin	4
chopped	21
chopper	26
choppers	8
chopping	9
chops	15
chopsticks	6
chords	2
chore	4
chores	4
chorus	8
chose	45
chosen	44
chow	20
chowder	3
chri	2
chris	56
chrislam	2
chrissake	39
chrissakes	28
christ	531
christen	2
christendom	2
christening	3
christian	43
christiandom	2
christianity	3
christians	9
christie	8
christine	24
christines	2
christmas	234
christof	2
christoph	6
christopher	8
christs	77
christsake	5
christsakes	4
christy	20
christys	3
chrom	4
chromium	17
chronic	10
chronicle	14
chronological	2
chrysler	2
chu	2
chub	4
chubby	6
chuck	43
chuckie	15
chuckies	2
chuckle	2
chucks	2
chucky	7
chulo	3
chum	19
chummy	3
chump	15
chums	3
chung	3
chunk	10
chunks	4
church	212
churches	3
churchill	8
churn	2
churning	2
chute	4
chutes	3
chutney	5
cia	51
ciao	4
cias	2
cicci	3
cicerno	2
cici	4
cider	8
ciera	8
cigar	35
cigarette	100
cigarettes	98
cigars	24
cigliuti	3
cigs	2
ciiac	3
cil	2
cilantro	2
cin	2
cinch	8
cincinnati	9
cinderella	12
cindy	27
cindys	2
cinema	12
cinematic	2
cineplex	3
cinnamon	11
cinq	2
circa	3
circle	35
circled	3
circles	18
circling	6
circuit	30
circuitry	2
circuits	13
circulated	3
circulating	2
circulation	18
circumcised	2
circumstance	6
circumstances	69
circumstantial	4
circumvent	2
circus	29
cirrhosis	3
cisco	2
citation	2
cite	4
cited	2
cities	35
citizen	59
citizens	41
citizenship	4
citrine	5
city	481
citys	11
ciudad	3
civic	4
civil	55
civilian	28
civilians	17
civilised	2
civility	4
civilization	35
civilizations	4
civilized	20
cl	2
claim	69
claimed	20
claiming	15
claims	30
clair	12
claire	86
clam	8
clamp	2
clams	4
clan	3
clans	2
clanton	5
clap	14
clara	7
claremont	10
clarence	102
clarendon	9
clarice	34
clarify	13
clarinet	6
clarissa	5
clarity	4
clark	102
clarks	4
clash	7
class	313
classes	37
classic	42
classical	13
classics	7
classier	2
classification	3
classified	25
classifieds	2
classify	3
classmates	9
classroom	9
classrooms	2
classy	20
claude	61
claudette	4
claudia	65
claus	16
clause	2
clauses	5
claustrophobic	2
clavius	7
claw	14
claws	23
clay	51
claymore	8
claymores	2
clays	2
clayton	23
clean	325
cleaned	70
cleaner	18
cleaners	13
cleanest	2
cleanin	6
cleaning	64
cleans	5
cleansed	2
cleanup	4
clear	369
clearance	9
cleared	37
clearer	9
clearing	16
clearly	82
clears	5
cleat	2
cleats	2
cleaver	2
cledus	6
clell	2
clem	5
clemency	5
clemens	4
clemente	3
clementine	15
clemenza	12
clemenzas	2
clench	3
clenched	2
cleo	5
cleon	2
cleopatra	3
clergy	2
clergyman	3
clerk	31
clerks	9
clerval	3
cleve	4
cleveland	22
clever	98
cleverness	3
clich	3
cliche	2
cliches	3
clichs	2
click	14
clicked	2
clicking	7
clicks	8
client	106
clientele	5
clients	58
cliff	36
clifford	9
cliffs	7
clifton	18
climate	12
climax	10
climb	73
climbed	14
climber	12
climbers	3
climbin	3
climbing	29
climbs	4
clinch	2
clincher	2
cline	3
cling	6
clinging	4
clinic	39
clinical	9
clinically	3
clinics	6
clint	6
clinton	8
clip	17
clipboard	3
clipped	6
clippers	3
clipping	3
clippings	3
clippity	2
clips	11
cliques	2
clitoris	13
clive	11
clo	9
cloak	25
cloaked	10
cloaking	8
clobber	2
clobbered	5
clock	74
clocked	3
clocks	11
clockwork	6
clockworks	4
clogged	5
clogs	2
clone	5
cloned	3
clones	2
clop	2
close	671
closed	175
closely	34
closer	119
closes	17
closest	39
closet	50
closets	9
closeups	3
closin	3
closing	60
closure	10
cloth	12
clothed	2
clothes	311
clothing	30
cloths	2
clotted	2
cloud	49
clouded	4
clouds	30
cloudy	3
clout	5
cloven	3
cloverleaf	6
clovis	3
clown	43
clowning	3
clowns	19
club	209
clubbed	2
clubhouse	3
clubs	39
cluck	2
clue	53
clueless	5
clues	23
cluett	9
cluetts	5
clumsy	9
clung	3
clunker	2
cluster	4
clusterfuck	2
clutch	9
clutches	2
clutching	2
clutter	2
clyde	32
clydes	2
cmdf	2
cmere	30
cmon	409
cn	7
cnbc	2
cnn	6
cns	2
co	45
co2	2
coach	40
coached	2
coaches	2
coaching	3
coal	7
coarse	3
coast	80
coastal	7
coaster	3
coastguard	7
coastline	2
coat	110
coates	3
coats	12
coattails	2
coax	3
cobalt	5
cobb	32
cobblepot	5
cobbs	5
cobra	5
cobwebs	2
coca	11
cocaine	58
cochise	2
cochrane	8
cochranes	2
cock	32
cockamamie	4
cockatoo	3
cocked	8
cockeyed	2
cocking	2
cockpit	8
cockroach	8
cockroaches	18
cocks	6
cocksucker	31
cocksuckers	8
cocktail	36
cocktails	13
cocky	14
coco	8
cocoa	11
coconut	14
coconuts	13
cocoon	6
cocooned	2
cod	2
code	169
coded	5
codeine	2
codependent	2
codes	27
codex	6
codfish	2
codified	3
coding	2
cody	5
coffee	374
coffeehouse	2
coffees	5
coffer	3
coffey	5
coffin	30
coffins	14
cog	4
coghill	3
cognac	5
cognitive	2
cohaagen	14
cohen	4
coherent	2
cohesion	2
cohn	2
coiffure	3
coil	13
coils	3
coin	26
coincide	4
coincidence	57
coincidences	7
coincidental	3
coincides	2
coins	12
cointreau	2
coit	2
coitus	4
coke	76
cokehead	3
cokes	9
col	17
cola	12
cold	429
colder	6
coldly	2
colds	7
coldstream	2
cole	102
coleman	5
coles	3
colet	11
colette	4
colin	3
collaborator	3
collage	3
collapse	10
collapsed	8
collapsing	3
collar	41
collars	4
collateral	10
colleague	17
colleagues	17
collect	65
collected	14
collectibles	2
collecting	17
collection	49
collectionoose	2
collections	2
collective	9
collector	10
collectors	11
collects	5
colleen	18
college	233
colleges	6
collide	3
collie	3
collines	5
collins	28
collision	5
cologne	5
colombia	3
colombian	7
colombians	2
colombo	7
colon	16
colonel	176
colonels	7
colonial	5
colonials	3
colonies	9
colonists	7
colonization	4
colony	28
color	138
colorado	6
colored	48
coloreds	4
colorful	14
coloring	3
colors	30
colossal	9
colosseum	6
colour	6
colson	12
colsons	2
colt	3
colts	2
columbia	14
columbus	6
column	38
columnist	3
columns	7
colwyn	9
com	22
coma	35
comanch	2
comanche	9
comanches	7
comatose	3
comb	20
combat	39
combed	6
combination	41
combinations	7
combine	3
combined	16
combing	3
combining	2
combo	2
combs	2
combustibles	2
come	6211
comeback	8
comedian	20
comedians	4
comedies	3
comedy	29
comer	2
comes	620
comet	5
comets	2
comfort	42
comfortable	133
comfortably	5
comforted	5
comforting	12
comforts	3
comfy	4
comic	35
comical	8
comics	10
comin	140
coming	1333
comings	2
comm	7
comma	2
command	162
commandante	2
commanded	7
commandeer	3
commander	145
commanders	7
commanding	8
commandment	2
commandments	3
commando	3
commands	15
comme	4
commemorative	2
commence	4
commencing	3
commend	6
commendation	2
commendations	2
commendatore	3
commended	2
comment	26
commentary	5
commenting	3
comments	6
commerce	14
commercial	40
commercially	3
commercials	17
commie	5
commies	6
commissar	5
commissary	2
commission	72
commissioned	7
commissioner	29
commissioners	3
commissions	4
commit	53
commited	3
commitment	25
commitments	3
committed	48
committee	69
committees	10
committing	9
commode	3
commodities	2
commodity	9
commodore	7
commodus	16
common	141
commoner	3
commoners	2
commonly	6
commonwealth	8
commotion	5
communal	3
commune	9
communicate	28
communicated	2
communicating	10
communication	31
communications	45
communicator	6
communion	4
communism	6
communist	34
communists	14
community	67
commute	4
como	13
comon	3
comoros	4
comp	2
compact	7
compadre	5
compania	3
companies	23
companion	14
companions	3
companionship	3
company	368
companys	18
comparable	2
compare	22
compared	32
comparing	3
comparison	14
compartment	11
compartments	8
compass	14
compassion	19
compassionate	7
comped	2
compel	2
compelled	6
compelling	2
compensate	13
compensated	8
compensating	2
compensation	14
compensatory	3
compete	13
competence	4
competent	10
competing	6
competition	35
competitive	13
competitors	5
compiegne	4
compile	2
complacency	2
complain	44
complained	5
complainin	3
complaining	38
complains	3
complaint	19
complaints	22
complement	4
complete	137
completed	19
completely	258
completes	2
completing	6
complex	37
complexes	2
complexion	2
complexities	3
complicate	5
complicated	85
complicates	3
complication	7
complications	16
complicity	2
compliment	56
complimentary	9
compliments	18
comply	6
compny	3
component	5
components	3
comport	2
compose	2
composed	5
composer	18
composers	3
composing	2
composite	7
composition	6
compost	5
compound	33
compounds	3
comprehend	9
comprehension	8
comprehensive	3
comprende	3
compressed	4
compression	3
compressor	3
compromise	22
compromised	10
compromises	2
compton	8
compulsion	4
compulsive	13
compunction	2
computations	2
compute	5
computer	213
computerize	2
computerized	5
computers	51
comrade	51
comrades	22
con	66
conan	9
concannon	10
concannons	4
conceal	6
concealed	9
concealing	2
concealment	2
concede	3
conceit	4
conceited	7
conceivable	6
conceive	9
conceived	6
concentrate	48
concentrated	9
concentrating	12
concentration	29
concentrations	2
concept	32
conception	9
concepts	7
conceptual	2
concern	98
concerned	149
concerning	17
concerns	36
concert	27
concerto	7
concerts	6
concession	3
concessions	3
conch	5
concierge	3
conclude	3
concluded	6
conclusion	23
conclusions	15
conclusive	9
concoct	2
concord	2
concorde	7
concrete	17
concubine	2
concubines	2
concur	3
concurrently	3
concussion	11
condemn	3
condemned	10
condensed	3
condensing	2
condescend	2
condescending	7
condescension	2
condiments	2
condition	141
conditioned	4
conditioner	7
conditioning	13
conditions	44
condo	9
condolences	8
condom	9
condominium	2
condoms	7
condors	2
condos	3
conduct	28
conducted	13
conducting	8
conductor	18
conductors	3
conducts	3
conduit	2
conduits	5
cone	11
coney	6
confederate	3
confer	4
conference	69
conferences	2
confess	53
confessed	12
confessing	4
confession	61
confessional	2
confessions	6
confessor	2
confide	6
confidence	71
confident	27
confidential	27
confidentiality	11
configuration	5
configure	3
confine	3
confined	14
confinement	2
confirm	26
confirmation	11
confirmed	36
confirming	5
confirms	9
confiscate	2
confiscated	8
conflict	18
conflicting	2
conflicts	2
confluence	2
conformity	2
confound	2
confounded	4
confront	11
confronted	6
confronts	2
confucius	2
confuse	19
confused	91
confuses	5
confusing	22
confusion	21
confutatis	3
cong	8
congealed	2
congenial	3
congenital	2
conglomerates	2
congo	4
congratulate	18
congratulated	2
congratulations	120
congregate	2
congregation	4
congress	67
congressional	10
congressmans	2
congressmen	4
congresswoman	4
coning	2
conjecture	3
conjugal	2
conjure	3
conked	3
conklin	19
conklins	2
conn	2
connect	23
connected	46
connecticut	14
connecting	6
connection	87
connections	27
connectors	2
connects	15
conned	4
connell	26
connells	3
conner	12
connery	2
connie	24
connies	2
conning	3
conniving	2
connor	10
conor	14
conquer	11
conquered	2
conqueror	2
conquest	7
conquests	2
conrad	19
cons	5
consarn	8
conscience	46
conscientious	3
conscious	22
consciously	4
consciousness	14
consensus	4
consent	12
consented	2
consequence	10
consequences	33
consequently	3
conservative	11
conservatory	3
conserve	3
consider	158
considerable	10
considerably	8
considerate	12
consideration	17
considerations	5
considered	60
considerin	4
considering	64
considers	7
consiglere	3
consigliere	7
consigned	2
consisted	2
consistency	4
consistent	4
consistently	3
consists	3
consolation	4
console	12
consolidate	2
consolidated	2
consort	2
consorting	2
conspiracies	3
conspiracy	37
conspirators	3
conspired	3
conspiring	2
constable	10
constance	2
constant	24
constantinople	10
constantly	25
constellation	4
constichency	3
constipated	2
constitute	2
constituted	3
constitutes	4
constitution	19
constitutional	6
constrained	2
construct	9
constructed	6
construction	44
constructive	5
constructively	2
consuelo	9
consulate	4
consult	9
consultant	11
consultation	5
consulted	4
consulting	5
consume	5
consumed	9
consumer	7
consumers	2
consuming	4
consummate	2
consumption	4
contact	159
contacted	22
contacting	4
contacts	30
contagious	11
contain	15
contained	13
container	10
containers	3
containing	7
containment	21
contains	10
contaminate	2
contaminated	8
contamination	8
contemplate	2
contemplated	2
contemporary	4
contempt	13
contemptible	3
contender	8
content	21
contention	3
contentment	2
contents	7
contessa	3
contest	39
contests	4
context	15
continent	10
continental	9
continents	2
contingencies	2
contingency	6
continual	2
continually	5
continue	106
continued	54
continues	22
continuing	12
continuous	3
continuously	3
continuum	4
contraband	4
contract	114
contracted	6
contracting	2
contraction	2
contractor	14
contractors	5
contracts	32
contradict	2
contradicted	3
contradicting	2
contradiction	8
contraindications	2
contraire	3
contraption	2
contrary	37
contribute	6
contributing	4
contribution	10
contributions	6
control	405
controlled	24
controller	2
controlling	15
controls	23
controversial	3
controversy	3
contusion	2
contusions	2
conundrum	4
convene	7
convenes	2
convenience	14
convenient	27
conveniently	6
convent	40
convention	41
conventional	3
conventions	3
convents	2
convergence	4
conversation	130
conversational	3
conversations	13
conversion	3
conversions	2
convert	7
converted	7
converter	4
convertible	13
converting	3
convey	7
conveyance	2
conveyer	2
conveyor	3
convict	26
convicted	18
conviction	18
convictions	5
convicts	8
convince	60
convinced	51
convincing	20
convoy	6
convulsing	2
conway	19
coo	3
cooch	12
coogan	2
coogans	2
cook	97
cookbook	2
cooked	23
cookie	34
cookies	27
cookin	5
cooking	37
cooks	11
cooksey	4
cool	469
cooled	3
cooler	16
coolest	3
cooley	5
coolin	3
cooling	12
coolly	4
cools	5
coon	5
coonan	2
coons	6
coop	13
cooped	9
cooper	45
cooperate	35
cooperated	4
cooperating	10
cooperation	19
cooperative	4
coordinate	7
coordinated	2
coordinates	34
coordination	2
coors	3
cooties	2
coots	2
cop	314
copa	4
copacabana	2
cope	8
copied	12
copies	29
coping	2
copped	5
copper	24
coppers	5
coppin	2
cops	332
copter	2
copy	154
copycat	4
copying	4
cor	4
cora	19
coral	7
corbach	2
corbett	11
corbetts	4
corbiere	2
corcoran	4
cord	14
cordial	3
cordon	4
cords	3
corduroy	2
core	54
cores	2
corey	11
corky	14
corleone	36
corn	26
cornball	2
cornea	2
corned	9
cornelius	21
cornell	4
corner	133
cornered	6
corners	14
cornerstone	4
cornflower	3
cornillon	2
cornwallis	17
corny	14
coronado	4
coronary	6
coronation	5
coroner	10
coroners	12
corp	2
corporal	17
corporate	40
corporation	21
corporations	2
corps	14
corpse	16
corpses	13
corpus	7
corpuscles	5
corrado	6
corral	5
correct	182
corrected	9
correcting	3
correction	7
correctional	7
corrections	2
corrective	4
correctly	14
correlate	3
correlation	2
correspond	6
correspondence	4
correspondent	8
correspondents	3
corresponds	2
corridor	28
corridors	7
corrigan	2
corroborate	6
corroborates	2
corrosive	3
corrupt	16
corrupted	4
corrupting	2
corruption	9
corruthers	2
corset	4
corsica	4
corsican	2
corso	2
cort	5
cortex	5
cortez	6
cortina	5
corto	2
corvis	9
corvisart	3
corviss	2
cory	4
corys	2
cos	26
cosa	3
cosby	2
cosgrove	14
cosgroves	4
cosmetic	5
cosmetics	4
cosmic	15
cosmo	16
cosmopolitan	3
cosmos	4
cossack	2
cossacks	3
cost	204
costa	10
costello	20
costing	6
costly	6
costs	46
costume	31
costumes	16
cosy	2
cot	8
cottage	8
cotter	7
cotton	52
couch	41
couer	13
cougar	14
cougars	3
cough	19
coughing	5
could	6330
coulda	63
couldnt	14
couldve	3
coulmier	2
coulson	3
council	38
councillor	6
councils	3
counsel	27
counseling	3
counselling	3
counsellor	4
counselor	45
counselors	7
count	248
countdown	10
counted	21
counter	39
counteract	2
counterfeit	15
counterfeiters	2
counterfeiting	6
counterpane	2
counters	4
countess	10
countin	5
counting	59
countless	9
countries	23
country	489
countrys	13
countryside	5
counts	45
county	94
countys	2
coup	18
coupe	2
coupla	34
couple	689
couplea	2
coupled	3
couples	14
coupling	4
coupon	7
coupons	7
courage	64
courageous	8
courier	11
couriers	3
course	1900
courses	13
coursing	2
court	247
courteous	7
courtesy	18
courthouse	17
courtin	2
courting	2
courtly	2
courtney	12
courtroom	16
courts	17
courtship	2
courtyard	8
cousin	119
cousins	24
cousteau	2
couture	2
covalent	2
cove	3
coven	2
cover	219
coverage	12
covered	99
covering	33
covers	40
covert	6
covet	2
coveting	2
covets	2
cow	53
cowan	8
coward	36
cowardice	6
cowardly	7
cowards	13
cowboy	56
cowboys	30
cowering	2
cowgirl	2
cowgirls	7
cows	24
cox	9
coxs	2
coxswain	3
coy	5
coyote	5
coyotes	6
coz	9
cozier	2
cozy	23
cpr	2
cpu	5
cq	4
crab	9
crabb	6
crabbin	2
crabby	3
crabs	15
crabtree	14
crack	90
cracked	20
cracker	11
crackerjack	2
crackers	9
crackhead	2
crackin	3
cracking	13
crackpot	7
cracks	12
cradle	6
craft	20
crafts	5
craftsman	5
crafty	2
craig	72
craigs	3
crain	9
cram	4
crammed	2
cramming	2
cramp	8
cramped	4
cramping	3
cramps	13
cranberries	3
cranberry	5
crandall	5
crane	40
cranes	9
cranial	3
cranium	4
crank	21
cranked	2
cranking	3
cranks	2
cranky	6
craobhan	2
crap	197
crapped	4
crapper	7
crappy	9
craps	8
crash	123
crashed	24
crashes	17
crashing	9
crass	2
crast	2
crate	12
crater	3
crates	12
cravat	2
crave	4
craves	2
craving	2
crawford	38
crawfords	6
crawl	35
crawled	14
crawlin	2
crawling	41
crawls	4
crawlspace	2
crayon	2
crayons	2
crazed	7
crazier	9
craziern	2
crazies	2
craziest	8
craziness	5
crazy	960
crealock	3
cream	97
creamed	3
creams	5
crease	4
creasy	45
create	69
created	93
creates	13
creating	18
creation	13
creative	33
creator	34
creators	2
creature	89
creatures	50
credentials	13
credibility	9
credible	4
credit	142
credited	2
creditors	4
credits	4
creed	19
creedence	2
creeds	4
creek	33
creep	53
creeped	2
creeper	6
creeping	5
creeps	31
creepy	23
cremate	2
cremated	8
crematorium	3
creme	3
crenshaw	4
crept	3
cresaps	2
crescents	2
crest	7
cretaceous	2
cretin	3
cretins	3
crevice	2
crew	157
crewed	4
crewing	2
crewman	3
crewmen	2
crews	8
cri	3
crib	8
crick	2
cricket	6
crickets	4
cried	32
cries	14
crime	193
crimefighters	3
crimes	34
criminal	116
criminally	8
criminals	37
criminology	2
crimson	3
cripes	2
cripple	18
crippled	19
cripples	3
crippling	2
cris	2
crises	5
crisis	38
crisp	3
criss	5
crissake	4
crissakes	3
cristaile	2
cristal	3
criswell	2
criteria	4
critic	15
critical	19
criticism	7
criticize	8
criticizing	4
critics	8
critter	2
crm	10
croak	3
croc	3
croce	3
crock	7
crockett	9
crocodile	11
crocodiles	9
crocs	4
croesus	2
croissants	4
croix	3
cromwell	2
cronkites	2
crony	2
crook	27
crooked	21
crooks	10
croon	5
crop	21
croppin	2
crops	11
croquet	2
cross	183
crossed	48
crosses	12
crossin	3
crossing	31
crossover	3
crossroads	9
crosswalk	4
crotch	4
crouched	2
croupier	5
croupiers	2
crow	35
crowbar	5
crowd	80
crowded	26
crowds	13
crowe	4
crown	21
crowns	8
crows	13
crs	3
crucial	12
crucified	3
crucifix	7
crucify	7
crucifying	4
cruddy	4
crude	18
crudity	2
cruds	3
crue	2
cruel	49
cruelest	3
cruelty	8
cruikshank	3
cruise	22
cruised	2
cruiser	12
cruisin	3
cruising	5
crumb	5
crumble	3
crumblers	6
crumbles	2
crumbling	2
crumbs	4
crummy	18
crunch	13
crunching	6
crusade	3
crusader	3
crusades	5
crush	31
crushed	27
crusher	16
crushers	2
crushes	3
crushing	6
crust	5
crutch	4
cruz	14
cry	134
cryin	11
crying	119
cryo	7
crypt	2
cryptic	3
crypto	3
crystal	39
crystallized	3
crystals	9
cs	4
ctu	8
cu	2
cub	10
cuba	37
cuban	19
cubano	2
cubans	23
cube	5
cubes	2
cubicle	2
cubs	5
cucamonga	7
cuckoo	7
cucumber	2
cuddle	2
cue	19
cuervo	24
cuesta	2
cuff	15
cuffed	3
cuffs	8
cuisinart	3
cuisine	7
cukor	3
cullum	4
cully	2
culpa	3
cult	20
cultivate	4
cultivated	2
cultivating	2
cultural	10
culture	34
cultures	7
cum	11
cumbersome	2
cumma	3
cummings	6
cump	2
cunning	12
cunningham	6
cunt	34
cunts	8
cup	141
cupboard	8
cupcake	3
cupids	3
cups	17
curacao	2
curare	2
curator	6
curb	11
cure	63
cured	23
cures	5
curfew	12
curing	4
curiosity	31
curious	140
curl	8
curls	2
curly	17
currency	12
current	45
currently	19
currents	3
curriculum	8
curry	8
curse	57
cursed	18
curses	4
cursin	2
cursing	5
curt	3
curtain	16
curtains	14
curtis	17
curve	12
curveball	3
curved	2
curves	7
cush	5
cushion	6
cushman	4
cushy	2
cusp	2
cuss	7
cussin	2
cussing	2
custard	3
custer	2
custody	37
custom	11
customary	6
customer	39
customers	56
customs	29
cut	754
cutaway	2
cutback	3
cute	182
cuter	5
cutest	12
cuthbert	7
cuthberts	2
cutie	4
cuts	24
cutter	9
cutters	5
cuttin	13
cutting	66
cuz	45
cy	12
cyanide	5
cyber	7
cyberdyne	6
cybernetic	2
cyberspace	3
cyborg	3
cycle	19
cycles	6
cyclist	2
cyclone	3
cyclops	10
cyclotron	3
cylinder	11
cynical	14
cynicism	8
cynics	3
cynthia	40
cynthias	3
cypher	6
cyr	2
cyril	9
cyrus	4
czar	13
czarette	2
czech	24
czechoslovakia	7
czechoslovakian	3
d	345
d00	2
d2	2
da	83
dab	4
dabble	7
dabbled	2
dad	961
dada	3
daddy	506
daddys	55
dade	9
dads	85
daffy	4
daft	11
dag	3
dagger	6
daggers	2
daggett	2
daglish	3
dago	4
dagosta	3
dahl	2
dahlberg	6
dahlia	2
dahmer	5
dai	4
daikini	3
daikinis	2
daily	35
dairy	11
daisy	16
daisyland	2
daitz	7
dakota	13
dalai	10
dale	9
dalgout	8
dali	2
dallas	56
dallying	2
dalton	10
daly	3
dam	30
damage	114
damaged	29
damages	6
damaging	2
damaskinos	2
dame	33
dames	7
damien	5
damit	3
dammit	75
damn	969
damnable	2
damnation	7
damndest	4
damned	126
damnit	30
damon	15
damone	21
damour	21
damp	7
dan	41
dana	42
danakil	2
danan	2
danang	3
danas	6
danburrys	3
danbury	2
dance	269
danced	25
dancer	24
dancers	6
dances	13
dancin	11
dancing	98
dancings	2
dandelion	3
dander	2
dandridge	4
dandy	8
dane	4
dang	4
dangelo	3
danger	147
dangerous	255
dangerously	14
dangers	4
daniel	106
danielle	3
daniels	42
danielson	2
dank	3
danl	11
danny	116
dannys	3
dano	3
dans	5
dante	27
dantes	3
danube	5
danvers	6
daphne	31
dapper	4
dar	2
darcy	10
dardis	4
dare	90
dared	6
dares	3
dargus	3
darien	8
daring	10
darius	2
dark	331
darkened	2
darker	7
darkest	9
darkness	48
darko	5
darkroom	3
darktown	2
darlene	9
darlenes	5
darli	2
darlin	63
darling	297
darn	29
darned	16
darrell	17
darren	3
darrow	5
darryl	20
darryls	4
dart	10
dartagnan	34
darth	3
dartmouth	9
darts	3
darwin	7
darwinism	2
daryl	10
daryll	10
das	9
dash	18
dashboard	4
dashes	3
dashing	3
daskylus	2
dat	31
data	153
database	10
databases	2
datas	4
date	345
dated	20
dates	49
datin	2
dating	55
dats	4
datsun	2
datura	5
dau	2
daughter	392
daughters	60
daulon	2
dauntless	4
dauphin	2
dave	142
daves	5
david	318
davidov	3
davids	9
davidson	8
davies	4
davis	33
davy	4
dawg	2
dawgs	2
dawn	63
dawned	2
dawson	24
day	2174
daybreak	2
daydream	5
daydreams	3
daylight	30
dayroom	2
days	981
daytime	10
dayton	6
daytona	3
dazs	3
dazzle	3
dazzled	3
dazzling	4
db	2
dc	6
dcpd	2
dd	4
de	215
dea	15
deacon	7
deactivate	5
deactivated	2
dead	1817
deadbeat	12
deadbeats	3
deadbolt	2
deadlier	4
deadliest	3
deadline	14
deadlines	2
deadly	23
deadu	2
deadwood	3
deaf	39
deak	3
deal	878
dealer	39
dealers	26
dealership	4
dealey	3
dealin	10
dealing	101
dealings	8
deals	55
dealt	30
dean	50
deane	3
deanna	13
deans	4
dear	526
dearborn	2
dearest	20
dearly	5
death	659
deathbed	2
deaths	27
deauville	2
deb	16
debate	25
debating	2
debbie	48
debbies	7
debby	2
debi	13
debis	2
debit	2
debo	4
deborah	34
debra	3
debrief	4
debriefed	3
debriefing	2
debris	15
debs	3
debt	29
debts	20
debut	6
debutante	2
debutantes	2
decade	12
decadent	2
decades	3
decaf	3
decanter	4
decapitated	3
decapitation	3
decay	5
deceased	17
deceaseds	7
deceitful	5
deceits	2
deceive	11
deceived	7
deceiver	2
deceiving	5
december	21
decency	21
decent	80
deception	11
deceptive	2
decibels	3
decide	151
decided	229
decidedly	4
decides	23
deciding	7
decimal	2
decipher	7
decision	127
decisions	31
decisive	3
deck	68
deckard	8
decked	3
decker	18
decks	13
declaration	10
declare	19
declared	17
declares	2
declaring	4
declination	3
decline	6
declined	3
declining	2
deco	3
decode	7
decoded	2
decoder	3
